City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Hartford,CT Supreme Court,CT,US,2018-02-26,FB: 121,121,,121,,,CT Fight for 15,Rallying for workers rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/161292594659363/,http://www.ctnewsjunkie.com/archives/entry/2018226_unions_rally_for_collective_bargaining_with_eye_on_ct_legislature/,,
Iowa City,University of Iowa,IA,US,2018-02-26,dozens,24,,24,,,American Association of University Professors,Labor protest,0,protest,0,0,0,0,1,1,http://www.thegazette.com/subject/news/education/university-of-iowa-non-tenure-track-faculty-rally-organize-20180226,,,
Lawrence,Merrimack St.,NH,US,2018-02-26,about 200,200,,200,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,http://www.eagletribune.com/news/merrimack_valley/union-workers-rally/article_1c405ef5-0c06-5304-9744-38a046105b0e.html,,,
Los Angeles,UCLA Campus,CA,US,2018-02-26,,,,,,,general protestors,Protesting Sec. Munchin,1,protest,0,0,0,0,1,1,http://losangeles.cbslocal.com/2018/02/26/demonstrators-take-to-ucla-protest-talk-by-treasury-secretary-steve-mnuchin/,,,
Los Angeles,UCLA Campus,CA,US,2018-02-26,about 200,200,,200,,,Union workers,Labor protest,0,protest,0,0,0,0,0,1,https://dailybruin.com/2018/02/26/union-members-protest-supreme-court-case-on-nonunion-fees/,,,
Louisville,Senator Mcconnell's Home,KY,US,2018-02-26,video,9,,10,,,general protestors,Advocating for gun laws,1,protest,0,0,0,0,1,1,http://www.wdrb.com/story/37597287/protesters-stage-die-in-outside-mitch-mcconnells-louisville-home-to-call-for-gun-legislation,,,
Minneapolis,University of Minnesota,MN,US,2018-02-26,dozens,24,,24,,,general protestors,Protesting speech by Ben Shapiro,1,protest,0,0,0,0,1,1,http://www.startribune.com/dozens-protest-outside-ben-shapiro-speech-at-university-of-minnesota/475222463/,,,
Mishawaka,Bethel Church,IN,US,2018-02-26,about 150,150,,150,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.southbendtribune.com/news/local/south-bend-area-evangelicals-rally-in-support-of-daca/article_e8cc6ff3-da15-52fd-bb2a-ec3a10110462.html,,,
New Haven,City Hall,CT,US,2018-02-26,about 100,100,,100,,,CT Fight for 15,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/147029682649537/,https://www.nhregister.com/news/article/Unions-rally-locally-as-U-S-Supreme-Court-hears-12710742.php,http://www.ctnewsjunkie.com/archives/entry/2018226_unions_rally_for_collective_bargaining_with_eye_on_ct_legislature/,
New York,NYU,NY,US,2018-02-26,FB: 17,17,,17,,,general protestors,Protesting Trump's decision to end TPS for Haitians,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/219336911964642/,,,
Oklahoma City,State Capitol,OK,US,2018-02-26,at least 50,50,,50,,,Clergy members,Protesting changes to state chaplain laws,0,protest,0,0,0,0,1,1,http://kfor.com/2018/02/26/interfaith-leaders-head-to-the-oklahoma-capitol-to-protest-change-to-chaplain-program/,,,
Palo Alto,Gunn High School,CA,US,2018-02-26,more than 100,100,,100,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.ktvu.com/news/students-at-palo-altos-gunn-high-rally-for-more-gun-control,,,
Pittsburgh,Downtown,PA,US,2018-02-26,Photo: scores; hundreds,40,,200,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,http://wesa.fm/post/local-union-workers-protest-scotus-case-could-deal-major-blow-organized-labor#stream/0,http://www.post-gazette.com/local/city/2018/02/26/Rally-march-to-block-some-Downtown-Pittsburgh-streets-Janus-union-fees-case-supreme-court/stories/201802260079,,
Plano,Shepton High School,TX,US,2018-02-26,more than 100,100,,100,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.fox4news.com/news/plano-high-school-students-walk-out-protest-gun-violence,,,
Raleigh,Hilton North,NC,US,2018-02-26,FB: 112,112,,112,,,Don't Drill NC,Protesting offshore drilling,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/135797467216772/,,,
Reading,Berks County Services Center,PA,US,2018-02-26,dozens,24,,24,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,http://www.readingeagle.com/news/article/union-workers-hold-rally-in-reading,,,
Salinas,Salinas City Hall,CA,US,2018-02-26,FB: 29,29,,29,,,Service Employees International Union (SEIU),Protesting for labor unionization rights,0,protest,0,0,0,0,1,1,http://www.montereyherald.com/general-news/20180223/rise-up-day-of-action-rally-in-salinas-to-focus-on-the-importance-of-unions-collective-bargaining,https://www.facebook.com/events/145518452794215,,
San Francisco,City Hall,CA,US,2018-02-26,,,,,,,general protestors,Labor protest,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1997294017261308/,http://abc7news.com/business/san-francisco-employees-rally-to-support-unions/3145156/,,
Scarborough,City Hall,ME,US,2018-02-26,more than 100,100,,100,,,general protestors,Protesting principal's resignation,0,protest,0,0,0,0,1,1,http://wgme.com/news/local/parents-students-in-scarborough-protest-in-support-of-principal,,,
Sioux City,Siouxland Pride Alliance,IA,US,2018-02-26,FB: 21,21,,21,,,Sioux City Area NOW,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2006471359611265/,,,
Stamford,Government Center,CT,US,2018-02-26,dozens,24,,24,,,CT Fight for 15,Rallying for workers rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/573835709635107/,http://www.thegazette.com/subject/news/education/university-of-iowa-non-tenure-track-faculty-rally-organize-20180226,,
State College,Allen Street Gates,PA,US,2018-02-26,FB: 33,33,,33,,,Standing at the Gates for Justice,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/548306185568434/,,,
Storrs,University of Connecticut,CT,US,2018-02-26,FB: 10,10,,10,,,UConn Labor Coalition,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/342457636254531/,,,
Tallahassee,State Capitol,FL,US,2018-02-26,Estimated 1200,1200,,1200,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.tallahassee.com/story/news/2018/02/26/phillip-levine-and-thousand-protesters-descend-state-capitol/372683002/,,,
Tampa,,FL,US,2018-02-26,dozens,24,,24,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://wfla.com/2018/02/26/tampa-bay-residents-to-push-for-changes-to-gun-laws-today-at-rally-in-tally/,,,
Upper Darby,Children and Youth Services Office,PA,US,2018-02-26,about 20,20,,20,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,http://www.delcotimes.com/article/DC/20180226/NEWS/180229711,,,
Urbana,University of Illinois-Urbana,IL,US,2018-02-26,hundreds,200,,200,,,University of Illinois Graduate Employees Union,Labor protest,0,protest,0,0,0,0,1,1,http://www.news-gazette.com/news/local/2018-02-26/update-striking-geos-noon-rally-draws-crowd.html,,,
Ventura,Ventura Medical Center,CA,US,2018-02-26,dozens,24,,24,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,http://www.vcstar.com/story/money/business/2018/02/26/union-members-rally-ventura-against-supreme-court-case/368937002/,https://www.detroitnews.com/story/news/politics/2018/02/26/union-fees-supreme-court-protests/110863044/,,
Washington  ,U.S. Supreme Court,DC,US,2018-02-26,FB: 49,49,,49,,,Liberty Justice Center,Rallying for plaintiff in supreme court case,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/174193989845493/,https://www.detroitnews.com/story/news/politics/2018/02/26/union-fees-supreme-court-protests/110863044/,,
Worcester,City Hall,MA,US,2018-02-26,,,,,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,http://www.telegram.com/news/20180226/worcester-union-supporters-rally-for-fair-share-fees,,,
Bastrop,Courthouse,LA,US,2018-02-27,dozens,24,,24,,,general protestors,Animal rights protest,0,protest,0,0,0,0,1,1,http://www.knoe.com/content/news/Animal-cruelty-hearing-postponed-animal-rights-groups-protest-475343113.html,,,
Bend,Peace Corner,OR,US,2018-02-27,,,,,,,"Indivisible Bend, Oregon",Protesting Trump,1,protest,0,0,0,0,1,1,https://twitter.com/IndivisibleBend/status/961039936437682176,,,
Boston,Harvard Medical School,MA,US,2018-02-27,,,,,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.thecrimson.com/article/2018/2/28/longwood-protests-gun-violence/,,,
Boston,Sheraton Hotel,MA,US,2018-02-27,,,,,,,general protestors,Protesting offshore drilling,1,protest,0,0,0,0,1,1,http://www.capecodtimes.com/news/20180227/cape-cod-drilling-protesters-dress-to-express,,,
Brooklyn,Basilica of our Lady of Perpetual Hope,NY,US,2018-02-27,FB: 13,13,,13,,,Faith in New York,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1859327257474217/,,,
Cherry Hill,Cherry Hill East High School,NJ,US,2018-02-27,hundreds,200,,200,,,Students,Protesting suspension of teacher who questioned school safety,0,protest,0,0,0,0,1,1,https://www.nbcphiladelphia.com/news/local/Cherry-Hill-High-School-East-Walkout-Protest-Teacher-Suspension-Gun-Violence-School-Safety-New-Jersey-Florida-Massacre-475241633.html,http://thehill.com/blogs/blog-briefing-room/news/375762-nj-students-walk-out-to-protest-suspension-of-teacher-over?__twitter_impression=true,,
Crystal City,Crystal City High School,TX,US,2018-02-27,,,,,,,Students,Protesting principal accused of sexual assault,0,protest,0,0,0,0,1,1,http://www.kens5.com/article/news/local/crystal-city-hs-students-protest-amid-sex-assault-claims-against-principal/273-523860437,,,
Fort Collins,Old Town Square,CO,US,2018-02-27,hundreds,200,,200,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.coloradoan.com/story/news/2018/02/27/follow-live-fort-collins-students-walk-out-protest-florida-school-shooting/376956002/,,,
Frankfort,State Capitol,KY,US,2018-02-27,,,,,,,Coalition for a Smoke-Free Tomorrow,Rallying for a higher cigarette tax,0,rally,0,0,0,0,1,1,http://www.wdrb.com/story/37608168/advocacy-group-rallies-in-frankfort-for-cigarette-tax-it-believes-will-reduce-lung-cancer,,,
Hackensack,Bergen County Courthouse,NJ,US,2018-02-27,nearly 50,50,,50,,,Police officers,Rallying for fellow officer who said he was discimintaed against for being gay,0,rally,0,0,0,0,1,1,http://www.nj.com/bergen/index.ssf/2018/02/gay_taunts_lead_to_lawsuit_from_fired_police_offic.html,,,
Hartford,State Capitol,CT,US,2018-02-27,FB: 46,46,,46,,,CT Women's March; connPIRG,Rallying for renewable energy,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1961415810541933/,https://www.ctpost.com/local/article/Students-rally-for-renewable-energy-12714657.php,,
Joliet,Will Couny Courthouse,IL,US,2018-02-27,several,,,,,,general protestors,Protesting exclusion of people of color from construction project,0,protest,0,0,0,0,1,1,https://patch.com/illinois/joliet/minorities-excluded-new-courthouse-project-protesters,,,
Kissimee,Poinciana High School,FL,US,2018-02-27,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://act.indivisible.org/event/national-school-walkout/8546/signup/?akid=&zip=&source=,,,continous protest until April 20th
New York,Immigration Court,NY,US,2018-02-27,,,,,,,general protestors,Protesting ICE detention of local woman,1,protest,0,0,0,0,1,1,http://newyork.cbslocal.com/2018/02/27/queens-dreamer-ice/,,,
Pittsfield,Pittsfield High School,MA,US,2018-02-27,about 300,300,,300,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,"http://www.berkshireeagle.com/stories/students-at-pittsfields-high-schools-rally-for-change-in-wake-of-florida-shooting,533230",,,
Pittsfield,Taconic High School,MA,US,2018-02-27,around 200,200,,200,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,0,1,"http://www.berkshireeagle.com/stories/students-at-pittsfields-high-schools-rally-for-change-in-wake-of-florida-shooting,533230",,,
Portland,Sen. Merkley's office,OR,US,2018-02-27,FB: 34,34,,34,,,Indivisible Oregon,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1960723217572693/,,,
San Francisco,Montgomery St.,CA,US,2018-02-27,FB: 2,2,,2,,,general protestors,Rallying for renter's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/1529582857138943/,,,
San Luis Obispo,,CA,US,2018-02-27,,,,,,,CCC-USA,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.keyt.com/news/dreamer-allies-rally-in-support-of-clean-dream-act/708203909,,,
Seattle,Bennett Federal Building,WA,US,2018-02-27,,,,,,,Seattle Indivisible ,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/207978356430822/?event_time_id=207978379764153,,,
St. Louis,Riverview Gardens High School,MO,US,2018-02-27,,,,,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.kmov.com/story/37603229/riverview-gardens-students-walkout-to-protest-gun-control,,,
Vicksburg,Vicksburg Middle School,MI,US,2018-02-27,about 300,300,,300,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.mlive.com/news/kalamazoo/index.ssf/2018/02/vicksburg_middle_school_studen_1.html,,,
Vista,1800 Thibodo Rd,CA,US,2018-02-27,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Vista,1800 Thibodo Rd.,CA,US,2018-02-27,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Warren,Courthouse Square,OH,US,2018-02-27,about 30 ,30,,30,,,general protestors,Rallying in support of native american festival,0,rally,0,0,0,0,1,1,http://www.tribtoday.com/news/local-news/2018/02/festival-supporters-rally/,,,
Washington  ,U.S. Capitol,DC,US,2018-02-27,about 100,100,,100,,,general protestors,Rallying for DREAM Act,1,rally,40,0,0,0,1,1,https://www.catholicnewsagency.com/news/forty-arrested-at-catholic-led-daca-protest-77944,,,
Atlanta,Atlanta airport hotel,GA,US,2018-02-28,FB: 94,94,,94,,,Savannah Riverkeeper,Protesting offshore drilling,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1308497029295454/,http://savannahnow.com/news/2018-02-28/offshore-drilling-opponents-rally-georgia-capitol,,
Austin,State Capitol,TX,US,2018-02-28,about 50,50,,50,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://dailytexanonline.com/2018/03/01/ut-students-rally-in-support-of-daca,,,
Bakersfield,Rep. McCarthey's office,CA,US,2018-02-28,FB: 5,5,,5,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/147752022576105/,,,
Boston,Harvard Yard,MA,US,2018-02-28,more than 50,50,,50,,,general protestors,Protesting Trump's decision to end TPS for Haitians,1,protest,0,0,0,0,1,1,https://www.thecrimson.com/article/2018/3/1/harvard-yard-tps-rally/,,,
Cary,Green Hope High School,NC,US,2018-02-28,more than 2000,2000,,2000,,,students,against gun violence; pro-gun control,1,rally,0,0,0,0,1,1,http://www.newsobserver.com/news/local/education/article202673584.html,,,
Dearborn Heights,Caroline Kennedy Library,MI,US,2018-02-28,,,,,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.pressandguide.com/news/candlelight-vigil-in-dearborn-heights-honors-school-shooting-victims-calls/article_17a37b93-38da-5235-9d1c-e5768075c393.html,,,
Freeport,Freeport High School,FL,US,2018-02-28,about 30 ,30,,30,,,Students,Protesting teacher accused of abusing special needs children,0,protest,0,0,0,0,1,1,http://www.nwfdailynews.com/news/20180301/freeport-protest,,,
Goodyear,Millenium High School,AZ,US,2018-02-28,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8870/signup/?akid=&zip=&source=,,,
Hartford,State Capitol,CT,US,2018-02-28,FB: 321,321,,321,,,Make the Road CT,Rallying for Puerto Ricans,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/871935252985541/,http://www.courant.com/breaking-news/hc-pol-capitol-rally-puerto-rican-families-20180227-story.html,,
Huntington,Public Library,WV,US,2018-02-28,FB: 29,29,,29,,,Women's March West Virginia,Rallying for Planned parenthood,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/185925225297034/,,,
Indianola,Simpson College,IA,US,2018-02-28,about two dozen,24,,24,,,Students,Protesting racism on campus,0,protest,0,0,0,0,1,1,https://www.desmoinesregister.com/story/news/local/indianola/2018/02/28/simpson-students-protest-racial-incidents-college-bestows-george-washington-carver-medal/382813002/,,,
Jackson ,State Capitol,MS,US,2018-02-28,over one hundred,100,,100,,,general protestors,Rallying for a higher minimum wage,0,rally,0,0,0,0,1,1,http://www.msnewsnow.com/story/37618292/hundreds-protest-living-wage-at-the-capitol,,,
Jacksonville,Jacksonville High School,FL,US,2018-02-28,,,,,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.myjournalcourier.com/news/article/JHS-students-protest-gun-violence-12718974.php,,,
Los Angeles,Hall of Justice,CA,US,2018-02-28,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,
Louisville,JBS Pork,KY,US,2018-02-28,FB: 9,9,,9,,,Louisville Pig Save,Protesting slaughtering of pigs,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/2090920304525583/,,,
National City,City Hall,CA,US,2018-02-28,,,,,,,Teachers,Labor protest,0,protest,0,0,0,0,1,1,http://www.cbs8.com/story/37619777/national-city-teachers-rally-for-new-contract,,,
